feature,process_prefix,feature_type_from_values,row_count,finite_count,missing_or_nonfinite_count,missing_or_nonfinite_rate,unique_count_global,unique_count_train_source,constant_global,constant_train_source,min,p01,p05,p25,median,p75,p95,p99,max,mean,std,normal_mean,normal_std,attack_mean,attack_std,standardized_mean_difference_attack_vs_normal,univariate_auc_attack_direct,univariate_auc_attack_directionless,univariate_average_precision_direct,univariate_average_precision_inverse,univariate_average_precision_best_direction,train_source_mean,validation_mean,heldout_test_mean,validation_standardized_mean_shift_vs_train_source,heldout_test_standardized_mean_shift_vs_train_source
P3_FIT01,P3,continuous_numeric,1323608,1323608,0,0.0,5913,5863,False,False,-30.0,-25.0,-23.0,-20.0,3.0,2593.0,5016.0,5251.0,7761.0,1154.1201171875,1783.5067138671875,1152.6800537109375,1782.6287841796875,1365.74072265625,1896.2664794921875,0.1157733950021724,0.463498360886013,0.536501639113987,0.011952786160510206,0.010821574879223111,0.011952786160510206,1154.034912109375,1136.47900390625,1169.25390625,-0.00984679537195551,0.008536062010340717
P3_LCP01D,P3,continuous_numeric,1323608,1323608,0,0.0,2312,2256,False,False,-8.0,0.0,0.0,64.0,1888.0,9600.0,13600.0,13792.0,20592.0,4588.873046875,5123.2607421875,4583.67578125,5122.0986328125,5352.59033203125,5235.4384765625,0.1484655107690406,0.560095662894308,0.560095662894308,0.012984964039102532,0.005556096251060448,0.012984964039102532,4588.57275390625,4508.64111328125,4656.984375,-0.015588400706267871,0.013341747451148885
P3_LCV01D,P3,continuous_numeric,1323608,1323608,0,0.0,1937,1592,False,False,-288.0,-272.0,-272.0,-192.0,6128.0,14256.0,16288.0,17072.0,29408.0,7148.0478515625,6845.43212890625,7144.92041015625,6837.9130859375,7607.5771484375,7859.0927734375,0.06280789026060754,0.5081090793740869,0.5081090793740869,0.060724950566770006,0.006579065747376229,0.060724950566770006,7153.7763671875,7227.232421875,7036.23046875,0.010744313576432017,-0.017193272873268623
P3_LH,P3,low_cardinality_numeric,1323608,1323608,0,0.0,1,1,True,True,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,70.0,0.0,70.0,0.0,,,,,,,70.0,70.0,70.0,,
P3_LIT01,P3,continuous_numeric,1323608,1323608,0,0.0,12284,12130,False,False,5024.0,5146.0,5334.0,9841.0,13819.0,17250.0,19064.0,19382.0,20489.0,13350.521484375,4340.38525390625,13350.9697265625,4340.4228515625,13284.572265625,4334.32177734375,-0.01530821882512988,0.49658887954533215,0.5034111204546678,0.007090077987671786,0.006695542198560534,0.007090077987671786,13388.3896484375,12860.064453125,13440.9404296875,-0.12202874866990457,0.012137800987837274
P3_LL,P3,low_cardinality_numeric,1323608,1323608,0,0.0,1,1,True,True,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,,,,,,,20.0,20.0,20.0,,
P3_PIT01,P3,continuous_numeric,1323608,1323608,0,0.0,4269,4228,False,False,-27.0,-23.0,-21.0,-19.0,-18.0,838.0,3449.0,3628.0,7090.0,649.1527099609375,1148.6392822265625,648.2010498046875,1147.8409423828125,788.9776611328125,1252.6314697265625,0.11717915544416879,0.49757641856267404,0.5024235814373259,0.01175534725105195,0.009167238020038809,0.01175534725105195,649.752685546875,637.433349609375,653.81591796875,-0.010708872840199573,0.003532060457380925
P4_HT_FD,P4,continuous_numeric,1323608,1323608,0,0.0,786,768,False,False,-0.049619998782873154,-0.006579999811947346,-0.0015899999998509884,-0.0002899999963119626,-0.0001500000071246177,7.000000186963007e-05,0.001230000052601099,0.004920000210404396,0.03551999852061272,-0.00010243468568660319,0.002038810169324279,-0.0001025444726110436,0.002038440201431513,-8.63048990140669e-05,0.0020924005657434464,0.007861928916951921,0.49376109873110535,0.5062389012688946,0.006815375612922743,0.006989549300506655,0.006989549300506655,-0.00010301265865564346,-9.581178892403841e-05,-0.00010310889047104865,0.003531823468094767,-4.719899077380708e-05
P4_HT_LD,P4,continuous_numeric,1323608,1323608,0,0.0,9639,9529,False,False,-0.007230000104755163,-0.007230000104755163,-0.007230000104755163,-0.007230000104755163,26.22252082824707,68.026611328125,76.92418670654297,80.19387817382812,83.10183715820312,34.02317428588867,33.43119812011719,34.04460144042969,33.431060791015625,30.87484359741211,33.30210494995117,-0.09499779875779787,0.4793523666446947,0.5206476333553053,0.006566282087442853,0.007166394086613162,0.007166394086613162,34.079036712646484,34.41069030761719,33.247520446777344,0.009923313777987185,-0.024879563927080576
P4_HT_PO,P4,continuous_numeric,1323608,1323608,0,0.0,4483,4363,False,False,0.018069999292492867,0.05423000082373619,0.05423000082373619,0.3074299991130829,29.188419342041016,66.78607177734375,76.0452880859375,79.68023681640625,89.55438232421875,34.012298583984375,31.42961883544922,34.03220748901367,31.431110382080078,31.08735466003418,31.071205139160156,-0.09423023718055161,0.47819415018462474,0.5218058498153753,0.006463319514496238,0.01502087844558216,0.01502087844558216,34.06784439086914,34.40191650390625,33.237525939941406,0.010630693589178895,-0.026422022936927726
P4_HT_PS,P4,low_cardinality_numeric,1323608,1323608,0,0.0,2,2,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,1.629425048828125,3.693131923675537,1.633888840675354,3.6972010135650635,0.9735106825828552,2.9643521308898926,-0.19707654226744786,0.46698108927513116,0.5330189107248688,0.006494660553126501,0.007237665226083313,0.007237665226083313,1.52299964427948,2.672938108444214,1.6492931842803955,0.32003952460590185,0.035148771662358504
P4_LD,P4,continuous_numeric,1323608,1323608,0,0.0,12740,12513,False,False,231.13787841796875,251.37445068359375,269.07916259765625,318.39556884765625,364.83648681640625,414.26141357421875,464.84375,483.41650390625,499.764892578125,366.2140808105469,60.59812927246094,366.2558288574219,60.59346008300781,360.0871276855469,60.97085952758789,-0.10148819101937168,0.46879965928099504,0.5312003407190049,0.006316760382730737,0.00735230709240687,0.00735230709240687,366.14794921875,367.5537109375,365.66131591796875,0.023218963447232763,-0.008037721238485014
P4_ST_FD,P4,continuous_numeric,1323608,1323608,0,0.0,485,469,False,False,-0.05243999883532524,-0.003980000037699938,-0.00267999991774559,-0.0010900000343099236,-7.000000186963007e-05,0.0010100000072270632,0.00267999991774559,0.003980000037699938,0.05048999935388565,-2.8045280487276614e-05,0.0016451218398287892,-2.8028402084601112e-05,0.0016449213726446033,-3.052531246794388e-05,0.0016743153100833297,-0.0015044498004469994,0.5003837694377977,0.5003837694377977,0.00683461712711474,0.006856092518558378,0.006856092518558378,-2.8687343728961423e-05,-2.2610161977354437e-05,-2.7221482014283538e-05,0.0036967384525329436,0.0008916809778336305
P4_ST_GOV,P4,continuous_numeric,1323608,1323608,0,0.0,14413,14182,False,False,12625.0,13810.0,14816.0,16860.0,17846.0,18915.0,20994.0,23253.0,26927.0,17916.271484375,1844.99169921875,17917.125,1845.6475830078125,17790.859375,1741.4022216796875,-0.07037111006193303,0.4829568424737649,0.5170431575262351,0.006384339259209426,0.007041952434524482,0.007041952434524482,17908.841796875,17973.625,17930.322265625,0.03520022689283698,0.011671503372649796
P4_ST_LD,P4,continuous_numeric,1323608,1323608,0,0.0,12366,12078,False,False,229.87200927734375,251.28399658203125,268.9163818359375,307.23736572265625,331.38018798828125,355.0528564453125,393.9705810546875,437.8616943359375,499.62017822265625,332.0604553222656,37.71455764770508,332.0806579589844,37.72757339477539,329.0931091308594,35.626708984375,-0.08142194891046946,0.48106922305276434,0.5189307769472357,0.0063104359014095925,0.007105907904877844,0.007105907904877844,331.93829345703125,333.014404296875,332.28277587890625,0.02859081564034048,0.009152433978451686
P4_ST_PO,P4,continuous_numeric,1323608,1323608,0,0.0,15273,14973,False,False,233.56121826171875,255.91363525390625,274.685302734375,312.717041015625,330.9822998046875,350.857177734375,389.55804443359375,431.94805908203125,498.86065673828125,332.32855224609375,34.309478759765625,332.3484191894531,34.32636642456055,329.4102478027344,31.595195770263672,-0.08906502975828005,0.4776703595413473,0.5223296404586527,0.006231259178559481,0.007071326676595479,0.007071326676595479,332.20501708984375,333.2839660644531,332.56103515625,0.03152400227769944,0.010401895363361384
P4_ST_PS,P4,low_cardinality_numeric,1323608,1323608,0,0.0,2,2,False,False,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,8.147125244140625,18.465660095214844,8.16944408416748,18.486003875732422,4.867553234100342,14.821760177612305,-0.1970765560417191,0.46698108927513116,0.5330189107248688,0.006494660553126501,0.007237665226083313,0.007237665226083313,7.614997863769531,13.364690780639648,8.246465682983398,0.32003954079425356,0.035148776431970966
P4_ST_PT01,P4,continuous_numeric,1323608,1323608,0,0.0,564,471,False,False,9695.0,9999.0,10026.0,10051.0,10053.0,10053.0,10083.0,10111.0,10330.0,10050.45703125,20.094003677368164,10050.5634765625,17.906606674194336,10034.9326171875,111.24293518066406,-0.19618716990292448,0.46190002503280836,0.5380999749671916,0.06460951813065224,0.16770926483430829,0.16770926483430829,10050.8291015625,10047.490234375,10049.8271484375,-0.18335356422420163,-0.05502215761744103
P4_ST_TT01,P4,continuous_numeric,1323608,1323608,0,0.0,238,220,False,False,27519.0,27549.0,27558.0,27593.0,27625.0,27627.0,27627.0,27627.0,27629.0,27608.86328125,24.102596282958984,27608.861328125,24.091901779174805,27609.349609375,25.620939254760742,0.01963478418564747,0.5117688735975816,0.5117688735975816,0.007008961727002204,0.014700810091838608,0.014700810091838608,27609.06640625,27607.3125,27608.435546875,-0.07312859439123073,-0.02630349219194602
